Topic,Title,ID,Noushin,Chenlu,Khiem,Label
Ukraine War,"Russian Ministry of Defense called #Ukraine's use of unmanned aerial and unmanned sea vehicles to attack Black Sea Fleet ships in Sevastopol a ""terrorist attack.""

Cut the whining, MOD. Striking Russian warships when #Russia is at war with Ukraine is perfectly legitimate.",https://twitter.com/steven_pifer/status/1586546414481391644,0.0,0.0,0,0
Ukraine War,"Russian Ministry of Defense called #Ukraine's use of unmanned aerial and unmanned sea vehicles to attack Black Sea Fleet ships in Sevastopol a ""terrorist attack.""

Cut the whining, MOD. Striking Russian warships when #Russia is at war with Ukraine is perfectly legitimate.",https://twitter.com/steven_pifer/status/1586546414481391645,0.0,0.0,0,0
Ukraine War,"Russian Ministry of Defense called #Ukraine's use of unmanned aerial and unmanned sea vehicles to attack Black Sea Fleet ships in Sevastopol a ""terrorist attack.""

Cut the whining, MOD. Striking Russian warships when #Russia is at war with Ukraine is perfectly legitimate.",https://twitter.com/steven_pifer/status/1586546414481391646,0.0,0.0,0,0
Ukraine War,"Russian Ministry of Defense called #Ukraine's use of unmanned aerial and unmanned sea vehicles to attack Black Sea Fleet ships in Sevastopol a ""terrorist attack.""

Cut the whining, MOD. Striking Russian warships when #Russia is at war with Ukraine is perfectly legitimate.",https://twitter.com/steven_pifer/status/1586546414481391647,0.0,0.0,0,0
Ukraine War,"Russian Ministry of Defense called #Ukraine's use of unmanned aerial and unmanned sea vehicles to attack Black Sea Fleet ships in Sevastopol a ""terrorist attack.""

Cut the whining, MOD. Striking Russian warships when #Russia is at war with Ukraine is perfectly legitimate.",https://twitter.com/steven_pifer/status/1586546414481391648,0.0,0.0,0,0
Ukraine War,"Russian Ministry of Defense called #Ukraine's use of unmanned aerial and unmanned sea vehicles to attack Black Sea Fleet ships in Sevastopol a ""terrorist attack.""

Cut the whining, MOD. Striking Russian warships when #Russia is at war with Ukraine is perfectly legitimate.",https://twitter.com/steven_pifer/status/1586546414481391649,0.0,0.0,0,0
Ukraine War,"Russian Ministry of Defense called #Ukraine's use of unmanned aerial and unmanned sea vehicles to attack Black Sea Fleet ships in Sevastopol a ""terrorist attack.""

Cut the whining, MOD. Striking Russian warships when #Russia is at war with Ukraine is perfectly legitimate.",https://twitter.com/steven_pifer/status/1586546414481391650,0.0,0.0,0,0
Ukraine War,"Russian Ministry of Defense called #Ukraine's use of unmanned aerial and unmanned sea vehicles to attack Black Sea Fleet ships in Sevastopol a ""terrorist attack.""

Cut the whining, MOD. Striking Russian warships when #Russia is at war with Ukraine is perfectly legitimate.",https://twitter.com/steven_pifer/status/1586546414481391651,1.0,1.0,0,0
Ukraine War,"Russian Ministry of Defense called #Ukraine's use of unmanned aerial and unmanned sea vehicles to attack Black Sea Fleet ships in Sevastopol a ""terrorist attack.""

Cut the whining, MOD. Striking Russian warships when #Russia is at war with Ukraine is perfectly legitimate.",https://twitter.com/steven_pifer/status/1586546414481391652,0.0,0.0,0,0
Ukraine War,"Russian Ministry of Defense called #Ukraine's use of unmanned aerial and unmanned sea vehicles to attack Black Sea Fleet ships in Sevastopol a ""terrorist attack.""

Cut the whining, MOD. Striking Russian warships when #Russia is at war with Ukraine is perfectly legitimate.",https://twitter.com/steven_pifer/status/1586546414481391653,1.0,1.0,0,0
Ukraine War,"Russian Ministry of Defense called #Ukraine's use of unmanned aerial and unmanned sea vehicles to attack Black Sea Fleet ships in Sevastopol a ""terrorist attack.""

Cut the whining, MOD. Striking Russian warships when #Russia is at war with Ukraine is perfectly legitimate.",https://twitter.com/steven_pifer/status/1586546414481391654,0.0,0.0,0,0
Ukraine War,"Russian Ministry of Defense called #Ukraine's use of unmanned aerial and unmanned sea vehicles to attack Black Sea Fleet ships in Sevastopol a ""terrorist attack.""

Cut the whining, MOD. Striking Russian warships when #Russia is at war with Ukraine is perfectly legitimate.",https://twitter.com/steven_pifer/status/1586546414481391655,0.0,0.0,0,0
Ukraine War,"Russian Ministry of Defense called #Ukraine's use of unmanned aerial and unmanned sea vehicles to attack Black Sea Fleet ships in Sevastopol a ""terrorist attack.""

Cut the whining, MOD. Striking Russian warships when #Russia is at war with Ukraine is perfectly legitimate.",https://twitter.com/steven_pifer/status/1586546414481391656,0.0,0.0,0,0
Ukraine War,"Russian Ministry of Defense called #Ukraine's use of unmanned aerial and unmanned sea vehicles to attack Black Sea Fleet ships in Sevastopol a ""terrorist attack.""

Cut the whining, MOD. Striking Russian warships when #Russia is at war with Ukraine is perfectly legitimate.",https://twitter.com/steven_pifer/status/1586546414481391657,0.0,0.0,0,0
Ukraine War,"Russian Ministry of Defense called #Ukraine's use of unmanned aerial and unmanned sea vehicles to attack Black Sea Fleet ships in Sevastopol a ""terrorist attack.""

Cut the whining, MOD. Striking Russian warships when #Russia is at war with Ukraine is perfectly legitimate.",https://twitter.com/steven_pifer/status/1586546414481391658,0.0,0.0,0,0
Ukraine War,"Russian Ministry of Defense called #Ukraine's use of unmanned aerial and unmanned sea vehicles to attack Black Sea Fleet ships in Sevastopol a ""terrorist attack.""

Cut the whining, MOD. Striking Russian warships when #Russia is at war with Ukraine is perfectly legitimate.",https://twitter.com/steven_pifer/status/1586546414481391659,0.0,0.0,0,0
Ukraine War,"Russian Ministry of Defense called #Ukraine's use of unmanned aerial and unmanned sea vehicles to attack Black Sea Fleet ships in Sevastopol a ""terrorist attack.""

Cut the whining, MOD. Striking Russian warships when #Russia is at war with Ukraine is perfectly legitimate.",https://twitter.com/steven_pifer/status/1586546414481391660,0.0,0.0,0,0
Ukraine War,"Russian Ministry of Defense called #Ukraine's use of unmanned aerial and unmanned sea vehicles to attack Black Sea Fleet ships in Sevastopol a ""terrorist attack.""

Cut the whining, MOD. Striking Russian warships when #Russia is at war with Ukraine is perfectly legitimate.",https://twitter.com/steven_pifer/status/1586546414481391661,0.0,0.0,0,0
Ukraine War,"Russian Ministry of Defense called #Ukraine's use of unmanned aerial and unmanned sea vehicles to attack Black Sea Fleet ships in Sevastopol a ""terrorist attack.""

Cut the whining, MOD. Striking Russian warships when #Russia is at war with Ukraine is perfectly legitimate.",https://twitter.com/steven_pifer/status/1586546414481391662,0.0,0.0,0,0
Ukraine War,"Russian Ministry of Defense called #Ukraine's use of unmanned aerial and unmanned sea vehicles to attack Black Sea Fleet ships in Sevastopol a ""terrorist attack.""

Cut the whining, MOD. Striking Russian warships when #Russia is at war with Ukraine is perfectly legitimate.",https://twitter.com/steven_pifer/status/1586546414481391663,0.0,0.0,0,0
Ukraine War,"Russian Ministry of Defense called #Ukraine's use of unmanned aerial and unmanned sea vehicles to attack Black Sea Fleet ships in Sevastopol a ""terrorist attack.""

Cut the whining, MOD. Striking Russian warships when #Russia is at war with Ukraine is perfectly legitimate.",https://twitter.com/steven_pifer/status/1586546414481391664,1.0,0.0,0,0
Ukraine War,"Russian Ministry of Defense called #Ukraine's use of unmanned aerial and unmanned sea vehicles to attack Black Sea Fleet ships in Sevastopol a ""terrorist attack.""

Cut the whining, MOD. Striking Russian warships when #Russia is at war with Ukraine is perfectly legitimate.",https://twitter.com/steven_pifer/status/1586546414481391665,1.0,1.0,1,1
Ukraine War,"Russian Ministry of Defense called #Ukraine's use of unmanned aerial and unmanned sea vehicles to attack Black Sea Fleet ships in Sevastopol a ""terrorist attack.""

Cut the whining, MOD. Striking Russian warships when #Russia is at war with Ukraine is perfectly legitimate.",https://twitter.com/steven_pifer/status/1586546414481391666,0.0,0.0,0,0
Ukraine War,"Russian Ministry of Defense called #Ukraine's use of unmanned aerial and unmanned sea vehicles to attack Black Sea Fleet ships in Sevastopol a ""terrorist attack.""

Cut the whining, MOD. Striking Russian warships when #Russia is at war with Ukraine is perfectly legitimate.",https://twitter.com/steven_pifer/status/1586546414481391667,0.0,0.0,0,0
Ukraine War,"Russian Ministry of Defense called #Ukraine's use of unmanned aerial and unmanned sea vehicles to attack Black Sea Fleet ships in Sevastopol a ""terrorist attack.""

Cut the whining, MOD. Striking Russian warships when #Russia is at war with Ukraine is perfectly legitimate.",https://twitter.com/steven_pifer/status/1586546414481391668,0.0,0.0,0,0
Ukraine War,"Russian Ministry of Defense called #Ukraine's use of unmanned aerial and unmanned sea vehicles to attack Black Sea Fleet ships in Sevastopol a ""terrorist attack.""

Cut the whining, MOD. Striking Russian warships when #Russia is at war with Ukraine is perfectly legitimate.",https://twitter.com/steven_pifer/status/1586546414481391669,0.0,0.0,0,0
Ukraine War,"Russian Ministry of Defense called #Ukraine's use of unmanned aerial and unmanned sea vehicles to attack Black Sea Fleet ships in Sevastopol a ""terrorist attack.""

Cut the whining, MOD. Striking Russian warships when #Russia is at war with Ukraine is perfectly legitimate.",https://twitter.com/steven_pifer/status/1586546414481391670,0.0,0.0,0,0
Ukraine War,"Russian Ministry of Defense called #Ukraine's use of unmanned aerial and unmanned sea vehicles to attack Black Sea Fleet ships in Sevastopol a ""terrorist attack.""

Cut the whining, MOD. Striking Russian warships when #Russia is at war with Ukraine is perfectly legitimate.",https://twitter.com/steven_pifer/status/1586546414481391671,0.0,0.0,0,0
Ukraine War,"Russian Ministry of Defense called #Ukraine's use of unmanned aerial and unmanned sea vehicles to attack Black Sea Fleet ships in Sevastopol a ""terrorist attack.""

Cut the whining, MOD. Striking Russian warships when #Russia is at war with Ukraine is perfectly legitimate.",https://twitter.com/steven_pifer/status/1586546414481391672,0.0,0.0,0,0
Ukraine War,"Russian Ministry of Defense called #Ukraine's use of unmanned aerial and unmanned sea vehicles to attack Black Sea Fleet ships in Sevastopol a ""terrorist attack.""

Cut the whining, MOD. Striking Russian warships when #Russia is at war with Ukraine is perfectly legitimate.",https://twitter.com/steven_pifer/status/1586546414481391673,0.0,0.0,0,0
Ukraine War,"Russian Ministry of Defense called #Ukraine's use of unmanned aerial and unmanned sea vehicles to attack Black Sea Fleet ships in Sevastopol a ""terrorist attack.""

Cut the whining, MOD. Striking Russian warships when #Russia is at war with Ukraine is perfectly legitimate.",https://twitter.com/steven_pifer/status/1586546414481391674,0.0,0.0,0,0
Ukraine War,"Russian Ministry of Defense called #Ukraine's use of unmanned aerial and unmanned sea vehicles to attack Black Sea Fleet ships in Sevastopol a ""terrorist attack.""

Cut the whining, MOD. Striking Russian warships when #Russia is at war with Ukraine is perfectly legitimate.",https://twitter.com/steven_pifer/status/1586546414481391675,0.0,0.0,0,0
Ukraine War,"Russian Ministry of Defense called #Ukraine's use of unmanned aerial and unmanned sea vehicles to attack Black Sea Fleet ships in Sevastopol a ""terrorist attack.""

Cut the whining, MOD. Striking Russian warships when #Russia is at war with Ukraine is perfectly legitimate.",https://twitter.com/steven_pifer/status/1586546414481391676,0.0,0.0,0,0
Ukraine War,"Russian Ministry of Defense called #Ukraine's use of unmanned aerial and unmanned sea vehicles to attack Black Sea Fleet ships in Sevastopol a ""terrorist attack.""

Cut the whining, MOD. Striking Russian warships when #Russia is at war with Ukraine is perfectly legitimate.",https://twitter.com/steven_pifer/status/1586546414481391677,0.0,0.0,0,0
Ukraine War,"Russian Ministry of Defense called #Ukraine's use of unmanned aerial and unmanned sea vehicles to attack Black Sea Fleet ships in Sevastopol a ""terrorist attack.""

Cut the whining, MOD. Striking Russian warships when #Russia is at war with Ukraine is perfectly legitimate.",https://twitter.com/steven_pifer/status/1586546414481391678,0.0,0.0,0,0
Ukraine War,"Russian Ministry of Defense called #Ukraine's use of unmanned aerial and unmanned sea vehicles to attack Black Sea Fleet ships in Sevastopol a ""terrorist attack.""

Cut the whining, MOD. Striking Russian warships when #Russia is at war with Ukraine is perfectly legitimate.",https://twitter.com/steven_pifer/status/1586546414481391679,0.0,0.0,0,0
Ukraine War,"Russian Ministry of Defense called #Ukraine's use of unmanned aerial and unmanned sea vehicles to attack Black Sea Fleet ships in Sevastopol a ""terrorist attack.""

Cut the whining, MOD. Striking Russian warships when #Russia is at war with Ukraine is perfectly legitimate.",https://twitter.com/steven_pifer/status/1586546414481391680,0.0,0.0,0,0
Ukraine War,"Russian Ministry of Defense called #Ukraine's use of unmanned aerial and unmanned sea vehicles to attack Black Sea Fleet ships in Sevastopol a ""terrorist attack.""

Cut the whining, MOD. Striking Russian warships when #Russia is at war with Ukraine is perfectly legitimate.",https://twitter.com/steven_pifer/status/1586546414481391681,0.0,0.0,0,0
Ukraine War,"Russian Ministry of Defense called #Ukraine's use of unmanned aerial and unmanned sea vehicles to attack Black Sea Fleet ships in Sevastopol a ""terrorist attack.""

Cut the whining, MOD. Striking Russian warships when #Russia is at war with Ukraine is perfectly legitimate.",https://twitter.com/steven_pifer/status/1586546414481391682,0.0,0.0,0,0
Ukraine War,"Russian Ministry of Defense called #Ukraine's use of unmanned aerial and unmanned sea vehicles to attack Black Sea Fleet ships in Sevastopol a ""terrorist attack.""

Cut the whining, MOD. Striking Russian warships when #Russia is at war with Ukraine is perfectly legitimate.",https://twitter.com/steven_pifer/status/1586546414481391683,0.0,0.0,0,0
Ukraine War,"Russian Ministry of Defense called #Ukraine's use of unmanned aerial and unmanned sea vehicles to attack Black Sea Fleet ships in Sevastopol a ""terrorist attack.""

Cut the whining, MOD. Striking Russian warships when #Russia is at war with Ukraine is perfectly legitimate.",https://twitter.com/steven_pifer/status/1586546414481391684,1.0,1.0,0,0
Ukraine War,"Russian Ministry of Defense called #Ukraine's use of unmanned aerial and unmanned sea vehicles to attack Black Sea Fleet ships in Sevastopol a ""terrorist attack.""

Cut the whining, MOD. Striking Russian warships when #Russia is at war with Ukraine is perfectly legitimate.",https://twitter.com/steven_pifer/status/1586546414481391685,0.0,0.0,0,0
Ukraine War,"Russian Ministry of Defense called #Ukraine's use of unmanned aerial and unmanned sea vehicles to attack Black Sea Fleet ships in Sevastopol a ""terrorist attack.""

Cut the whining, MOD. Striking Russian warships when #Russia is at war with Ukraine is perfectly legitimate.",https://twitter.com/steven_pifer/status/1586546414481391686,0.0,0.0,0,0
Ukraine War,"Russian Ministry of Defense called #Ukraine's use of unmanned aerial and unmanned sea vehicles to attack Black Sea Fleet ships in Sevastopol a ""terrorist attack.""

Cut the whining, MOD. Striking Russian warships when #Russia is at war with Ukraine is perfectly legitimate.",https://twitter.com/steven_pifer/status/1586546414481391687,0.0,0.0,0,0
Ukraine War,"Russian Ministry of Defense called #Ukraine's use of unmanned aerial and unmanned sea vehicles to attack Black Sea Fleet ships in Sevastopol a ""terrorist attack.""

Cut the whining, MOD. Striking Russian warships when #Russia is at war with Ukraine is perfectly legitimate.",https://twitter.com/steven_pifer/status/1586546414481391688,0.0,0.0,0,0
Ukraine War,"Russian Ministry of Defense called #Ukraine's use of unmanned aerial and unmanned sea vehicles to attack Black Sea Fleet ships in Sevastopol a ""terrorist attack.""

Cut the whining, MOD. Striking Russian warships when #Russia is at war with Ukraine is perfectly legitimate.",https://twitter.com/steven_pifer/status/1586546414481391689,0.0,0.0,0,0
Ukraine War,"Russian Ministry of Defense called #Ukraine's use of unmanned aerial and unmanned sea vehicles to attack Black Sea Fleet ships in Sevastopol a ""terrorist attack.""

Cut the whining, MOD. Striking Russian warships when #Russia is at war with Ukraine is perfectly legitimate.",https://twitter.com/steven_pifer/status/1586546414481391690,0.0,0.0,0,0
Ukraine War,"Russian Ministry of Defense called #Ukraine's use of unmanned aerial and unmanned sea vehicles to attack Black Sea Fleet ships in Sevastopol a ""terrorist attack.""

Cut the whining, MOD. Striking Russian warships when #Russia is at war with Ukraine is perfectly legitimate.",https://twitter.com/steven_pifer/status/1586546414481391691,0.0,0.0,0,0
Ukraine War,"Russian Ministry of Defense called #Ukraine's use of unmanned aerial and unmanned sea vehicles to attack Black Sea Fleet ships in Sevastopol a ""terrorist attack.""

Cut the whining, MOD. Striking Russian warships when #Russia is at war with Ukraine is perfectly legitimate.",https://twitter.com/steven_pifer/status/1586546414481391692,1.0,1.0,1,1
Ukraine War,"Russian Ministry of Defense called #Ukraine's use of unmanned aerial and unmanned sea vehicles to attack Black Sea Fleet ships in Sevastopol a ""terrorist attack.""

Cut the whining, MOD. Striking Russian warships when #Russia is at war with Ukraine is perfectly legitimate.",https://twitter.com/steven_pifer/status/1586546414481391693,0.0,0.0,0,0
Ukraine War,"Russian Ministry of Defense called #Ukraine's use of unmanned aerial and unmanned sea vehicles to attack Black Sea Fleet ships in Sevastopol a ""terrorist attack.""

Cut the whining, MOD. Striking Russian warships when #Russia is at war with Ukraine is perfectly legitimate.",https://twitter.com/steven_pifer/status/1586546414481391694,0.0,0.0,0,0
Ukraine War,"Russian Ministry of Defense called #Ukraine's use of unmanned aerial and unmanned sea vehicles to attack Black Sea Fleet ships in Sevastopol a ""terrorist attack.""

Cut the whining, MOD. Striking Russian warships when #Russia is at war with Ukraine is perfectly legitimate.",https://twitter.com/steven_pifer/status/1586546414481391695,1.0,1.0,1,1
Ukraine War,"Russian Ministry of Defense called #Ukraine's use of unmanned aerial and unmanned sea vehicles to attack Black Sea Fleet ships in Sevastopol a ""terrorist attack.""

Cut the whining, MOD. Striking Russian warships when #Russia is at war with Ukraine is perfectly legitimate.",https://twitter.com/steven_pifer/status/1586546414481391696,1.0,1.0,1,1
Ukraine War,"Russian Ministry of Defense called #Ukraine's use of unmanned aerial and unmanned sea vehicles to attack Black Sea Fleet ships in Sevastopol a ""terrorist attack.""

Cut the whining, MOD. Striking Russian warships when #Russia is at war with Ukraine is perfectly legitimate.",https://twitter.com/steven_pifer/status/1586546414481391697,0.0,0.0,0,0
Ukraine War,"Russian Ministry of Defense called #Ukraine's use of unmanned aerial and unmanned sea vehicles to attack Black Sea Fleet ships in Sevastopol a ""terrorist attack.""

Cut the whining, MOD. Striking Russian warships when #Russia is at war with Ukraine is perfectly legitimate.",https://twitter.com/steven_pifer/status/1586546414481391698,0.0,0.0,0,0
Ukraine War,"Russian Ministry of Defense called #Ukraine's use of unmanned aerial and unmanned sea vehicles to attack Black Sea Fleet ships in Sevastopol a ""terrorist attack.""

Cut the whining, MOD. Striking Russian warships when #Russia is at war with Ukraine is perfectly legitimate.",https://twitter.com/steven_pifer/status/1586546414481391699,0.0,0.0,0,0
Ukraine War,"Russian Ministry of Defense called #Ukraine's use of unmanned aerial and unmanned sea vehicles to attack Black Sea Fleet ships in Sevastopol a ""terrorist attack.""

Cut the whining, MOD. Striking Russian warships when #Russia is at war with Ukraine is perfectly legitimate.",https://twitter.com/steven_pifer/status/1586546414481391700,0.0,0.0,0,0
Ukraine War,"Russian Ministry of Defense called #Ukraine's use of unmanned aerial and unmanned sea vehicles to attack Black Sea Fleet ships in Sevastopol a ""terrorist attack.""

Cut the whining, MOD. Striking Russian warships when #Russia is at war with Ukraine is perfectly legitimate.",https://twitter.com/steven_pifer/status/1586546414481391701,0.0,0.0,0,0
